file,name,x,y,z,aRadius,bRadius,cRadius,theta_x,theta_y,theta_z,isTrash
t010.tif,trash_1,159.683,341.294,35.1153,22.4115,14.38,12.4508,2.67046,0.973396,1.47631,1
t010.tif,cell_10,162.893,301.695,78.9404,41.7555,39.8841,32.2637,0.0696741,-0.235415,1.56554,0
t010.tif,cell_11,248.723,140.186,115.587,44.177,40.0224,36.0866,2.99048,-0.298848,-0.893494,0
t010.tif,cell_00,366.088,290.881,64.727,41.3862,39.5832,30.3561,-0.0440456,0.0315195,-1.96377,0
t010.tif,cell_01,415.408,150.966,153.763,41.3845,38.0462,35.7192,-2.3509,-0.0612677,1.92221,0
t010.tif,cell_20,438.636,359.596,133.082,32.9761,30.2729,23.6463,-0.951768,0.270341,-3.1294,0
t010.tif,cell_21,326.891,345.016,159.297,33.6218,29.5991,22.9284,-2.66317,1.07983,-0.0453917,0
t011.tif,trash_1,159.683,341.294,35.1153,22.5148,14.0262,12.5082,2.31818,1.10647,1.96989,1
t011.tif,cell_10,169.565,310.371,82.7055,44.9857,40.5408,32.5221,-0.016372,-0.249369,1.36284,0
t011.tif,cell_11,259.235,144.247,112.297,45.6356,42.4127,36.497,3.0802,0.0810141,-0.372251,0
t011.tif,cell_00,357.944,308.45,66.4028,42.4789,40.5641,31.1094,0.012128,0.0220585,-1.65944,0
t011.tif,cell_01,413.47,164.671,155.202,43.2131,37.7039,36.8855,2.80731,0.0128606,1.67701,0
t011.tif,cell_20,450.374,354.806,127.198,34.2523,31.9834,24.8286,-0.737561,0.289794,-3.0295,0
t011.tif,cell_21,309.428,344.818,165.584,34.507,31.4841,24.0748,-2.74386,0.923409,0.16632,0
t011.tif,cell_30,526.548,255.387,100.921,21.6685,20.5856,12.6442,-1.04986,-0.733707,-0.812166,0
t011.tif,cell_31,547.508,310.476,116.51,27.5752,20.0389,12.7073,-0.836251,-1.07932,-1.20793,0
t012.tif,trash_1,162.943,339.777,38.4109,28.7064,18.2961,15.948,-3.02764,1.2198,1.99226,1
t012.tif,cell_10,161.647,323.683,92.711,43.0976,42.7894,35.4721,0.149992,-0.0259468,0.658836,0
t012.tif,cell_11,247.071,142.56,112.269,46.5294,42.9078,36.9924,3.12837,-0.229749,-0.626392,0
t012.tif,cell_00,357.059,323.834,63.3133,45.2504,43.1728,31.2522,0.00370459,0.0377981,-1.49223,0
t012.tif,cell_01,426.315,162.175,152.546,44.2776,38.4886,36.442,2.80366,0.142687,1.60484,0
t012.tif,cell_20,463.146,350.949,124.873,36.021,35.0089,26.07,-0.484667,0.219158,-2.9646,0
t012.tif,cell_21,310.125,325.082,159.294,38.8544,33.3464,25.2785,-2.95734,0.909784,-0.148735,0
t012.tif,cell_30,518.742,240.871,96.4872,28.3572,26.0448,14.6039,-1.0368,-0.534401,-0.797335,0
t012.tif,cell_31,545.818,310.947,124.175,29.982,22.5001,14.3761,-0.763507,-0.935579,-1.31545,0
t013.tif,trash_1,162.943,339.777,38.4109,21.506,12.2948,11.9478,2.53727,1.10554,1.84519,1
t013.tif,cell_10,163.919,310.3,97.6407,44.0361,41.8457,35.7772,-0.0135093,-0.0940862,1.24279,0
t013.tif,cell_11,257.527,148.457,97.0555,45.3267,43.3769,36.6025,-3.05455,-0.0858043,-0.313939,0
t013.tif,cell_00,361.137,343.353,66.9602,46.2218,43.2692,32.2821,0.0264036,0.0507938,-1.82444,0
t013.tif,cell_01,439.533,159.409,145.553,44.2917,39.5353,36.1488,2.90402,-0.0252162,1.47597,0
t013.tif,cell_20,482.264,347.61,133.047,38.2419,34.8299,27.3736,0.429054,0.217251,3.10747,0
t013.tif,cell_21,304.345,310.257,157.278,40.1496,34.4575,26.5425,-3.07073,0.547853,0.52223,0
t013.tif,cell_30,516.566,239.612,85.4759,30.0935,24.8645,23.6368,-1.11759,0.067612,-0.934371,0
t013.tif,cell_31,550.898,310.546,132.666,26.55,26.0862,22.5447,-1.2619,0.355421,-0.664235,0
t014.tif,trash_1,159.421,342.231,35.6664,12.9531,12.5805,10.8152,-1.41813,0.870473,-2.28184,1
t014.tif,cell_10,163.73,308.225,101.312,45.1278,42.4299,35.6682,-0.00477123,-0.160166,1.32411,0
t014.tif,cell_11,265.33,142.628,94.7908,45.094,44.2307,36.663,2.85581,0.0850989,-0.311922,0
t014.tif,cell_00,363.516,352.375,72.6977,45.7889,42.3299,32.8653,0.139941,0.11128,-1.41574,0
t014.tif,cell_01,446.207,163.315,151.202,45.5544,40.7732,37.9478,2.82616,0.124841,1.31289,0
t014.tif,cell_20,478.457,351.598,135.438,37.3516,35.5191,28.7422,0.401939,0.057619,-3.11527,0
t014.tif,cell_21,304.975,301.145,160.408,37.9298,37.2799,27.8696,-2.87678,0.389016,0.637087,0
t014.tif,cell_30,514.367,246.151,80.8648,32.451,28.3642,25.5856,0.173209,0.0205574,-0.766935,0
t014.tif,cell_31,555.098,321.744,144.642,30.1798,28.9555,26.2873,-0.0730591,1.22063,1.1013,0
t015.tif,trash_1,160.121,340.799,35.2479,13.8667,13.3033,10.5479,1.13836,1.39591,0.478971,1
t015.tif,cell_10,159.635,305.322,104.598,45.4662,43.0192,35.8294,-0.109535,-0.0108244,1.29939,0
t015.tif,cell_11,271.74,139.956,87.2366,46.4577,44.7226,36.7659,3.0775,0.166251,0.445087,0
t015.tif,cell_00,352.119,357.894,72.411,46.6111,44.0068,32.8731,0.143036,0.0743623,-1.17218,0
t015.tif,cell_01,456.073,157.341,155.323,44.5455,42.9191,38.2957,2.82558,0.17359,1.33664,0
t015.tif,cell_20,480.767,351.548,135.181,39.1662,36.4285,28.9806,0.226885,-0.144013,-3.12183,0
t015.tif,cell_21,310.076,296.011,157.116,39.9159,36.4597,27.7937,3.08825,0.632371,0.785942,0
t015.tif,cell_30,506.914,248.576,70.8508,35.0809,30.9568,24.8836,-0.00257168,0.000440539,-0.732582,0
t015.tif,cell_31,577.435,316.352,142.422,32.4926,29.3949,27.6717,-3.12313,0.279569,-0.83023,0
t016.tif,trash_1,160.162,341.018,36.5388,14.4222,12.9093,10.7237,-0.727109,1.47757,-1.65509,1
t016.tif,cell_10,150.232,288.245,111.142,47.7984,44.4441,31.2508,0.167115,-0.0784615,2.73259,0
t016.tif,cell_11,283.472,142.809,86.1007,47.9308,44.0714,33.6088,-2.93551,-0.158383,-1.00566,0
t016.tif,cell_00,328.864,358.267,72.8686,47.2602,40.5577,33.05,0.167137,-0.138717,-1.05262,0
t016.tif,cell_01,461.763,154.384,152.613,45.7481,42.8978,35.7292,-2.61719,0.180041,2.52533,0
t016.tif,cell_20,477.062,350.96,141.123,39.2413,37.9738,29.1629,0.00255871,-0.198331,1.97407,0
t016.tif,cell_21,314.442,298.689,156.162,40.353,38.9959,28.2027,-2.95102,0.394675,1.73802,0
t016.tif,cell_30,498.982,252.997,66.3586,35.183,33.4264,26.9787,-0.151259,-0.00764248,-1.03474,0
t016.tif,cell_31,576.368,315.874,134.18,33.0804,32.052,29.1522,-3.05716,0.230265,-0.859019,0
t017.tif,trash_1,160.562,342.589,39.8442,15.6153,12.2397,10.0205,1.7642,1.42322,1.15881,1
t017.tif,cell_10,161.025,274.681,116.708,37.6646,35.9626,20.4082,0.512048,-0.0284299,2.98128,0
t017.tif,cell_11,300.465,159.948,95.5903,37.089,34.3073,19.3069,-2.68019,0.208958,-1.513,0
t017.tif,cell_00,319.048,357.68,81.451,37.4272,32.2007,17.8384,-0.840686,-0.285827,-1.1343,0
t017.tif,cell_01,451.456,172.033,146.707,37.7519,33.1666,15.4452,-2.19153,0.498428,2.52845,0
t017.tif,cell_20,474.707,353.755,133.406,40.6937,38.7811,28.3366,-0.0137078,-0.108922,2.18073,0
t017.tif,cell_21,319.65,294.59,158.113,41.6181,39.9207,28.3919,-2.67372,-0.118546,2.53764,0
t017.tif,cell_30,491.597,256.892,64.327,36.5121,35.8649,26.9315,-0.118405,0.242517,-1.33669,0
t017.tif,cell_31,570.566,323.861,132.3,34.3635,33.3378,28.4792,2.77584,0.157718,-0.289768,0
t018.tif,trash_1,160.562,342.589,39.8442,16.6772,13.6955,10.7128,-1.59534,1.17231,-2.35084,1
t018.tif,cell_20,472.595,361.853,135.893,41.3214,39.3907,28.9477,0.15402,-0.186831,2.43913,0
t018.tif,cell_21,323.125,284.849,159.573,43.8355,40.8504,27.9267,2.86204,-0.00324024,1.83926,0
t018.tif,cell_30,489.859,260.922,63.8711,37.078,35.6407,28.8116,-0.0743864,0.240462,-1.34021,0
t018.tif,cell_31,563.597,335.384,124.132,35.0858,32.1242,28.9635,2.92736,0.174512,-0.853973,0
t018.tif,cell_100,158.587,248.96,97.2844,29.3247,26.2607,17.7215,0.224532,-0.313173,-2.93545,0
t018.tif,cell_101,166.946,259.81,127.698,29.0709,25.65,21.9564,0.514603,-0.36359,2.85805,0
t018.tif,cell_110,294.341,167.801,98.0196,29.6427,25.3466,17.9549,-2.40496,-0.238934,-1.25027,0
t018.tif,cell_111,324.55,166.136,78.3304,27.1792,24.8387,15.6217,-2.34666,-0.199301,-1.33683,0
t018.tif,cell_010,445.75,163.024,137.927,30.07,26.6936,13.0958,-2.09017,0.891386,2.37344,0
t018.tif,cell_011,458.497,197.308,143.54,29.7013,24.6707,12.2171,2.62912,1.48483,0.722137,0
t018.tif,cell_000,301.765,365.839,96.3645,29.3406,22.3037,17.6154,-0.747398,-0.270454,-0.765894,0
t018.tif,cell_001,291.409,342.482,75.2284,28.6492,26.4424,15.3382,-0.737368,-0.16229,-0.560965,0
t019.tif,trash_1,160.444,342.2,36.2048,12.3009,11.9198,11.348,-0.4153,0.924787,-1.31172,1
t019.tif,cell_20,475.199,367.067,121.085,41.9999,40.2472,29.1718,-0.0259249,0.0212222,-2.80324,0
t019.tif,cell_21,332.948,297.186,155.676,42.8756,41.7882,27.685,2.94354,-0.189141,1.35314,0
t019.tif,cell_30,500.987,236.383,62.8242,37.7166,36.9758,28.302,-0.0498501,-0.0557819,-1.33017,0
t019.tif,cell_31,567.536,327.389,114.943,35.4585,33.05,28.6827,2.87971,0.148536,-0.673227,0
t019.tif,cell_100,149.11,244.385,96.3662,28.7707,24.196,19.3647,0.718188,-0.568237,-2.93931,0
t019.tif,cell_101,167.006,285.714,140.723,27.8231,24.2304,21.5921,0.607403,-0.792226,-2.86664,0
t019.tif,cell_110,281.838,152.605,117.242,27.5451,25.3957,17.8981,-2.25594,0.395144,-1.70074,0
t019.tif,cell_111,331.872,154.81,79.8677,26.2915,23.7784,18.8382,-2.4033,0.461553,-2.36382,0
t019.tif,cell_010,438.357,159.459,147.948,28.8313,23.4017,14.1801,-1.59257,1.47677,2.76792,0
t019.tif,cell_011,465.568,222.542,145.322,28.182,23.4692,12.4938,2.35629,1.40064,0.386709,0
t019.tif,cell_000,316.504,366.086,94.2514,25.5781,22.11,17.5615,-1.22486,-0.258918,-0.875553,0
t019.tif,cell_001,278.69,322.472,65.9728,26.0062,23.2194,14.4029,-0.980082,-0.0764982,-0.672207,0
